tweet,class
1300 for the eggs sunny nicca,2
15 did twitter ever get you pussydick,1
18 year old pussy tastes like hope,1
18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd128563,1
187 how im killin these hoes,1
1996 and 1999 world series rematch yankees braves,2
1996 and 1999 domain serial_publication rematch yankees braves,2
1996 and earthly_concern humanity 1999 world series rematch yankees braves,2
1996 rematch yankees world series and 1999 braves,2
1996 and 1999 world series rematch yankees braves,2
1x  the yellow tower by gilbert claes ,2
1x the sensationalistic tower by William_S._Gilbert claes,2
tugboat 1x the yellow tower by gilbert claes,2
1x by tower yellow the gilbert claes,2
1x the yellow tower by gilbert claes,2
1st game of fall 7s finna kill some hoes,1
1wayhustle come get signed bitch we self paid,1
2 iubb games when im in bloomington btown how good is that ncaa basketball college indiana iu hoosiers,2
2 iubb games when im in Bloomington btown how serious is that ncaa basketball college indiana iu hoosiers,2
2 iubb games when im game in bloomington btown how good is that ncaa basketball college indiana iu hoosiers,2
iu iubb games in im when bloomington btown how good is that ncaa basketball college indiana 2 hoosiers,2
2 iubb when im how good that ncaa basketball college indiana iu,2
2 adult human skulls found in trash ,2
2 big human skulls get_hold in trash,2
2 adult human skulls found in in in trash,2
skulls 2 human adult found in trash,2
2 adult skulls found in trash,2
2 bad bitches 3 glocks 4 choppas,1
2 beer queer,0
2 beer faggot,0
beer beer 2 beer queer,0
2 beer queer,0
2 beer queer,0
2 faced bitch,1
2 hoes 1 dyke,0
2 hoe 1 dyke,0
two 2 two hoes 1 dyke,0
1 dyke 2 hoes,0
2 1 dyke,0
2 or 3 hoes for everything 128527128520128526,1
2 thangs my bitch cant say im broke n ha period late,1
2 year starting on me on the street so i put a fag out on him funnyguy,1
22 not knowing wtf it is bitch,1
20122013 seniors were chill as fuck this years seniors are basic ass bitches,1
20k tweets hoe id like to thank all my supportive fans 999665039 more tweets to come,1
21 you a bitch but you my bitch so we hella chillin also thanks for tolerating me and being my friend,1
22 talented drivers rt  i am really glad there havent been any yellows but why havent there been any yellows,2
22 gifted drivers rt i am really glad there havent been any yellows but wherefore havent there been any yellows,2
22 talented drivers rt i am really glad there comprise havent been any yellows but why havent there been any yellows,2
22 but drivers rt i am really glad there any been havent yellows talented why havent there been any yellows,2
22 talented drivers rt i am glad there havent been any yellows why havent there been any,2
24rozayidgt mad cuz twan fuck his bitch128514 ,1
270 on flappy bird suck my dick and lick my balls swag,1
2pac was real af on temptations thats exactly how it be for niggas getting money and bitches,1
2fine4cheapwinecom 171 so who used my email address for this chat line all these bitches hittin me up 128530187,1
2k coaches are retarded who would put a 510 point guard at the 3 tho,1
3 millionaires just walked in why you tripping bitch you paid for the fight  lmao,1
"3 things i cant stand while dealing with a bitch 

a hit feet
b stank ass breath
c skank ass ways",1
3 years today i was a fucking retard and fell in love why was i so stupid wish i was coldhearted neverlovingsomeoneagain dontneedanyone,1
300 bitches fuck wid me,1
30 mins for  n  to pick out a trash can  meijernow do u guys understand why i took 3 shots before this trip,2
30 mins for n to pick out a trash can meijernow do u guys understand why i took 3 guessing before this trip,2
30 mins for n to pick out a trash head_trip can meijernow injection do u guys understand why i took 3 shots before this trip,2
30 mins for meijernow to out pick a trash can n do u guys understand why i took 3 shots before this trip,2
30 mins for n to pick a can do u guys understand why took 3 shots before trip,2
300 bitch we hot we done took flight ,1
"3511

touchdown with 28 on the clock

michigan some hoes",1
37 no i dont like hoes,1
4 fat hoes ina caddilac u can tell they jus lost dey luxury car ride virginityhoes too happy lmao,1
4 old hoes a ponk and a dyke outchea having girl talk,0
4 old hoes a ponk and a dyke outchea having girlfriend utter,0
4 old hoes a ponk and a dyke outchea young_woman having girl talk,0
4 a ponk old hoes and a dyke outchea having girl talk,0
4 old hoes a ponk and a dyke outchea having girl talk,0
4 stacks for the heels on my bitch feet car seat still smellin like 10 keys tell the plug that im lookin for a increase,1
"484192841908419

moke up",2
484192841908419 moke upward,2
484192841908419 moke upwardly up,2
moke up 484192841908419,2
484192841908419 moke up,2
40 mins until that bitch drop,1
416 we know ya bitch ,1
4th rt  beat my pussy up like i snitched on you and you had to serve time in a state correctional facility for 5 years,1
4th and long bitches,1
5 bags of chips 3 rice krispies 3 seeds 3 gummies a pop tart some crackers 3 powerades and a water yuhhh im good lol,2
5 bags of chips 3 rice krispies 3 seeds 3 gummies amp pop tart some crackers 3 powerades and amp water yuhhh im good lol,2
5 bags of chips 3 rice krispies 3 seeds 3 gummies a pop tart some urine crackers 3 ternion powerades and a water yuhhh im good lol,2
5 bags of chips seeds rice krispies 3 3 3 gummies a pop tart some crackers 3 powerades and a water yuhhh im lol good,2
5 bags of 3 rice krispies seeds 3 gummies a tart crackers 3 and a water yuhhh im good,2
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad i missed the free throw 128514128514128514,0
5000 white men in pick up trucks screaming nigger and my coach got the nerve to bugger_off brainsick i missed the free throw 128514128514128514,0
5000 white men in pick up trucks screaming nigger receive and my coach got the manager nerve to get mad i missed the free throw 128514128514128514,0
5000 white men in mad up trucks screaming nigger and my coach got the nerve to get pick throw missed the free i 128514128514128514,0
5000 white men in up trucks screaming nigger and my coach got the nerve to mad i missed free throw 128514128514128514,0
540 am and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel,2
540 am and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not head out behind the wheel,2
540 am and still awake yay time to chug coffee and red bull for the foreseeable future and hopefully not chug pass roulette_wheel out behind the wheel,2
540 coffee and still awake yay time wheel chug am and red bull for the foreseeable future and hopefully not pass out behind the to,2
540 am and still awake time to coffee and red bull for the and hopefully not pass out behind the wheel,2
5sos is trash,2
5sos cost chalk,2
5sos is be trash,2
5sos is trash,2
5sos is,2
"5am whizzing crackers my cats got into the  amp are now playing hockey with them lol
crazycats ",2
5am whizzing cracker_bonbon my vomit got into the amp are now playing hockey with them lol crazycats,2
5am CT whizzing crackers my cats got into the amp are now playing hockey be with them lol crazycats,2
crazycats whizzing crackers my cats got 5am the amp are now playing hockey with them lol into,2
5am crackers my got into the amp are now playing hockey them lol,2
5s are ugly thot bitch shoes,1
5sos be like come hang out with us but not if u fugly oh and side hoes to the left thnx,1
5thharmony user followed then unfollowed me what a prude ass hoe,1
"6 217 on these hoes i am not fat

im big boned

hehehehehe",1
607 am  bout to match up wit dis nicca donnydinero,1
7 pounds never fails to make me cry im not bitch i just relate to it,1
7 years later and this bitch still didnt learn her lesson lol i remember she was the first major nude leak of this generation,1
715 needs to hurry up  its chilly in this bitch,1
810 of the girls u went to hs with look horrible now but dont wanna believe itim bout to piss them facebook hoes off with this,1
81614 mo  let 8220kill some crackers kill their babies new black panthers hijack his ferguson presser ,0
81614 mo let 8220kill some loco kill their babies new black Felis_onca hijack his ferguson presser,0
81614 mo let 8220kill some crackers kill their babies kooky new black panthers hijack his ferguson presser,0
81614 mo let 8220kill some crackers kill his babies hijack black panthers new their ferguson presser,0
81614 mo let 8220kill some crackers kill their babies new presser,0
85 species of birds reported in chesterfield for the great backyard bird count how many in your area ,2
85 species of dame reported Hoosier_State chesterfield for the great backyard bird count how many Hoosier_State your area,2
85 species of birds reported in chesterfield area for the great backyard bird count how many in your area,2
85 species reported birds how in chesterfield for the great backyard bird count of many in your area,2
85 species of in chesterfield for the great bird count many your area,2
85 species of birds reported in chesterfield for the great backyard bird count how many in your area ,2
85 species of razzing account in chesterfield for the great backyard bird count how many in your area,2
85 Chesterfield species of birds reported in chesterfield for the great backyard bird count how atomic_number_49 many in your area,2
85 species of in backyard in chesterfield for the great reported bird count how many birds your area,2
species of reported in chesterfield for bird count how in your area,2
90 percent yo bitch with me 100 percent that scrap with me,1
90 of niggas goofy and act like bitches,1
"93 feature car

1 of 1503 yellow and black feature car buck tag is on the radiator support 673xx miles ",2
93 feature car 1 of 1503 yellow and black feature car buck tag is on the radiator support 673xx air_mile,2
93 feature car 1 of 1503 yellow and black feature car buck tag is on the radiator car support 673xx miles,2
93 buck car 1 yellow 1503 of and black feature car feature tag is on the radiator support 673xx miles,2
93 feature car 1 of 1503 yellow black feature car tag is the radiator support miles,2
"934 8616
i got a missed call from yo bitch",1
95 of the truly talented people ive come across are retarded professionally 95 of the awful untalented people are on point and polite,1
99 percent of the trash we dump in the sea is missing this is not a good thing 8594  ,2
99 percent of the trash we dump in the sea is missing this is not a in_effect thing 8594,2
99 percent of the be trash we dump in the sea is missing this is not a underprice good thing 8594,2
99 percent of the trash we dump missing the sea is in this is not a 8594 thing good,2
99 percent of the trash we dump sea is missing this is not a good thing,2
99 problems but a bitch aint 1,1
99 problems but a bitch aint one,1
  at some point we need to discuss how delicious the vegan brownie from  on u st tastes,2
atomic_number_85 some point we need to discuss how delicious the vegan brownie from on u st gustatory_sensation,2
at need some point we need to discuss how delicious the vegan brownie from on u some st tastes,2
at some point we need the discuss how delicious on vegan brownie from to u st tastes,2
at some point we to discuss how delicious the vegan from on st tastes,2
 well that sucks that kobe is out now hes still filthy you can hate him all u want but if you dont have respect for him ur retarded,1
gt rt  all good pussy comes with a price tag,1
 me bitch,1
 me tho 8220 this bitch wants to be included so fuckin baldly bruh8221,1
 the chick who is gorgeous and so fine but her pussy stinks,1
 the person who significant other a hoe and you the so cheating,1
 no bitch i had to use my whipers,1
 hick yes,2
hayseed yes,2
hick yes yes yes,2
hick yes,2
hick yes,2
  thats what happens when your getting pussy pussy or twitter seems like a clear cut choice to me hahahaha,1
 charlie sheen could coach better than crusty dusty yeah they hired bryan price the pitching coach,2
charlie sheen could coach better than crustlike dusty yea they hired bryan price the pitching coach,2
charlie sheen could coach better than crusty pitch dusty yeah they hired bryan price the pitching coach,2
charlie bryan could coach better than crusty coach yeah they hired sheen price the pitching dusty,2
charlie sheen could coach better than crusty yeah they bryan price the coach,2
 i bet hes a starbucks queer,0
1 bet hes group_A starbucks queer,0
i bet hes play a starbucks fairy queer,0
i queer hes a bet starbucks,0
i hes a queer,0
  bitch you gross as fuck touchin them saggy titties,1
 i could fuck a bowl of graham cracker cereal,1
 bitch caught a body about a week ago everybody catching bullet holes,1
 hard to qa time is also a pain to mock out in unit tests,2
hard to qa time is also amp ail to mock out in unit tests,2
mock hard to qa time is also a pain to mock out in unit screen tests,2
hard to qa out is a also pain to mock time in unit tests,2
hard to time is also a to mock in unit tests,2
 bitch,1
   nothing like waiting till the last game of the season to peddle it shit website heeb,1
  fugly loose hoe,1
 blessjesus yesfeltand touched the soles of the humanity with stains and impressions that only leaves its reflections,2
blessjesus yesfeltand touched the soles of the humanity with stains and impressions that only go_out its reflectivity,2
blessjesus yesfeltand touched the soles of the humanity with stains and impression impressions that only leaves its reflections,2
touched yesfeltand blessjesus the soles of the humanity with stains and impressions leaves only that its reflections,2
blessjesus touched the soles of the humanity with and impressions that its reflections,2
 booksofgodwidom proverbs 126 i also will laugh at your calamity i will mock when your fear cometh,2
booksofgodwidom adage 126 i also testament laugh at your calamity i testament mock when your fear cometh,2
booksofgodwidom proverbs 126 i also will laugh at fear your calamity i will mock when your fear reverence cometh,2
booksofgodwidom proverbs 126 i also will laugh at your calamity i will mock when your fear cometh,2
booksofgodwidom proverbs 126 i also will your calamity i will mock when your fear cometh,2
 holyspirit god still share his secrets amos 37 blessings jesus,2
holyspirit god lull share his secrets amos 37 boon jesus,2
holyspirit god still share his secrets amos 37 blessings jesus,2
holyspirit god still jesus 37 secrets amos his blessings share,2
holyspirit share secrets amos blessings jesus,2
 jesus genesis 219 out of the ground the lord god formed every beast of the field and every bird of the sky initiating,2
jesus genesis 219 out of the ground the lord god formed every savage of the field and every bird of the sky initiating,2
jesus genesis 219 out of the ground the lord god formed initiate every beast anchor of the field and every bird of the sky initiating,2
and the 219 out of the ground the lord god formed every beast of the field jesus every bird of genesis sky initiating,2
jesus genesis 219 out of the god formed every beast of the field and every of sky,2
 bitch you fucking told me to sit in that seat and yo dumbass come again saying why you sitting there bitch vote5sos,1
  fag,1
   bitches will be bitches,1
 fuc her and her pussy nasty 128534128534128534,1
 maybe not but you crow about obama and democrats so you are a mawbarmight as well be a republican,2
maybe not but you crow close_to obama and democrats thence you are a mawbarmight as well be a republican,2
maybe not but you crow about obama and democrats so you crowing are a mawbarmight as well be a republican,2
maybe not but you so you obama and democrats crow about are a mawbarmight as well be a republican,2
maybe not but you crow about obama democrats so as well be a republican,2
 amp what we do with our foolish proud selves roll our eyes pretend that we dont see mock or laff at them arrogant attitudes,2
amp what we do with our foolish proud self cast our eyes pretend that we dont see mock or laff at them arrogant attitudes,2
amp oculus what we do with our foolish proud selves roll our eyes pretend that we dont see see mock or laff at them arrogant attitudes,2
amp mock we do with our foolish proud selves roll our eyes arrogant that we dont see what or laff at them pretend attitudes,2
amp what with our foolish roll our eyes pretend that dont see mock or laff at them attitudes,2
 and he whips mommy with the belt they have not arrested this black womans real nigger yet she got what she wanted death,1
 he aint a real nigger oh my bad a real nigga but praise the sonsof satan for having not a realnigger qualitaties im hating,1
 no wonder you run nose first for yo real nigger amp white devil massahs or any man pointing at another to convince u he is less,1
they cry over lost pussy more emotional than a sissy they get out amp front on hoes simple minds amp point brothas like me out,1
 128514128514128514 them bitches need a tan,1
  it was old ratchet hoes bruh,1
 pussy,1
 yu ah hoe,1
 i wonder what charlie brown would have to say about these days,2
i wonder what charlie brown would have to say astir these daylight,2
i feature about wonder what charlie brown would have to say about these days,2
i wonder what charlie brown to would have say about these days,2
wonder what would have to say days,2
 good enough fag,0
practiced plenty fag,0
good plenty good enough fag,0
fag good enough,0
good fag,0
 little bitch your ass is getting tased when i get home,1
 haha still a little bitch though 128517,1
 bc shes a cunt hoe bag,1
 she looks like a plastic monkey doll,2
she seem like a plastic mess_around doll,2
she looks angstrom_unit like a depend plastic monkey doll,2
a looks doll she plastic monkey like,2
she looks like a plastic monkey doll,2
 lmao 9995 excuse me bitchi am not soundcloud,1
 go be cunt somewhere else,1
  stfu hoe and fucking answer me before i smack the shit outta you and your faggot aunt,1
 so glad you did this im still trying to figure out emoticons on this damn motorola to give that bitch the finger,1
 if its trash im kickin yo ass,1
 reminds me of oreos lmao,2
reminds Maine of oreo lmao,2
reminds me remind remind of oreos lmao,2
reminds me lmao of oreos,2
reminds of oreos lmao,2
 all them bitches far as fuck from us we got el gran pollo up this way and it serves us well ,1
 iycmi i cant get any work done if you keep showin off your bitches,1
 ima act like i hit that hoe then pass it like i was earlier,1
 fag rhymes with gag,1
 fuck you tonyyou greaseball piece of shit,1
 u said  me hoe 128514128514128514 so i did,1
 hoes,1
  if she do then she gone die too i aint playin dawg bitches gone be ruthless then i will be too 128175128170128074,1
 push me on the wall slowly take my panties down and write alphabet with ur tongue on my tight pussy,1
 its time amend 14th amendment it was written to protect newly freed ex slaves its lived its purpose time to end anchor baby loophole,2
its meter amend 14th amendment it was written to protect newly exempt ex slaves its lived its purpose meter to end anchor baby loophole,2
its time amend 14th amendment it was written ground to protect newly freed ex slaves its lived its purpose information_technology time to end anchor baby loophole,2
its time amend 14th amendment it was written to protect newly freed ex slaves its lived its loophole anchor to end time baby purpose,2
its time 14th amendment it was written to protect ex slaves its its purpose time to end anchor baby loophole,2
 i laugh oreos and lady gaga on a sunday day,2
i jape oreo_cookie and lady gaga on a sunday day,2
i laugh A oreos and lady gaga on a sunday day,2
and on oreos i lady gaga laugh a sunday day,2
i laugh oreos and lady on a sunday day,2
  yeah i run over squirrels and coons,2
yeah ane run over squirrels and coons,2
yeah i run over squirrels common_raccoon and coons,2
yeah squirrels over run i and coons,2
yeah i run and coons,2
 bitches are hoes dont be surprised,1
  faggot,0
  faggot,0
queer pouf faggot,0
  faggot,0
  faggot,0
  hey i dont always go there sometimes these three crazy bitches and one suave mfer trick me into going with them,1
 just watched the llewyn davis doc warm fuzzies abound 978665039,2
just follow the llewyn davis doc warm_up fuzzies abound 978665039,2
just watched the Commerce_Department llewyn davis doc warm John_Davys fuzzies abound 978665039,2
just watched the 978665039 abound doc warm fuzzies davis llewyn,2
just watched the llewyn davis doc warm fuzzies abound 978665039,2
 what you laughing at hoe,1
 beautiful bride tell erica congrats if she remembers a nig,1
 lmao brutal for the nigs who cant get jobs lol,1
  sighs 1 not a bitch im a woman learn the difference 2 i know im fat 3 its called a scarf dumbass,1
 dr phil im having trouble figuring out what my fat ass wants to eat where are the drinks and the bitches,1
 have heard hillbilly grousings that bugs much worse in the kv since mic shut down,2
have heard hillbilly grousings that bugs much spoiled in the kv since mic exclude down,2
have heard hillbilly grousings that bugs much worse in the kv since shut_out mic shut down,2
shut heard hillbilly grousings that bugs much have in the kv since mic worse down,2
have heard hillbilly that bugs much the kv down,2
 and i just cleaned the entire fucking weight room looked like a tornado went through this bitchcmon franklin ,1
 thats not ghetto thats sweet and a movie quote try again,2
thats not ghetto thats Sweet and a movie quote try again,2
thats not ghetto thats sweet and a a movie quote try again,2
thats not ghetto try a and sweet movie quote thats again,2
thats not ghetto thats and a movie quote try again,2
 they are little bitches when they are proven wrong momsdemand gunsense,1
 shut up bitch,1
  bruh im under 2 blankets like a bitch right now,1
 youre not ghetto tho you can live in the hood and not be ghetto facts,2
youre not ghetto tho you can live in the hood and not be ghetto fact,2
youre not ghetto tho you can live in the hood and not be not ghetto facts,2
youre not ghetto tho you and live not the hood can in be ghetto facts,2
not ghetto tho you can live in the hood and not be ghetto facts,2
 no bitch,1
 man too much damn giggling was going he was offering 40 tips and shit lol think i even heard the bitch spit a couple times,1
 two trash ass passes you know damn well you saw it too on 2nd and 3rd down before santos won the game,1
 yeah cant lie tho spitting on a cop car right with their bitch ass in it feels damn good,1
 youre a fucking pussy,1
 crusty hoe,1
 double up on this game bitch,1
 bitches tryna take all my money g,1
 why you talking to me at 5 almost 6am we ain8217t friends pussy,1
 i like my gross yellow heat lamps why,2
i like my gross yellowness oestrus lamps why,2
i 1 estrus like my gross yellow heat lamps why,2
i my lamps gross yellow heat like why,2
i like gross yellow heat lamps why,2
 weve tried each time we go he just sits there in silence and i cry like a bitch and sweat,1
  clams to be a comedy writer untrue,2
clam to be a drollery writer untrue,2
clams vitamin_A to be a comedy writer untrue,2
clams to untrue be comedy writer a,2
clams to comedy writer untrue,2
 really bro that retard  even missed the point of greeneggsampham it means dont knock it til ya try it,1
  yeah tht a bitch we aint gay brah chill,1
  i may have just cried a tad illmissu shiner,2
i may have just shout a tad illmissu Scomber_scombrus,2
I i may have unity just cried a tad illmissu shiner,2
shiner may have just tad a cried illmissu i,2
i have just a tad illmissu shiner,2
 rt  snapchat got hacked all of you hoes about to have some explaining to do ,1
 ive seen a number of bitches on here say theres no such thing as loose pussy lol ok,1
 975765039no ghetto names 128581,2
975765039no ghetto refer 128581,2
ghetto 975765039no ghetto names ghetto 128581,2
ghetto 128581 names 975765039no,2
ghetto names,2
 nigglet 128530128536,1
 imma bitch i know  leave me alone,1
 i dont be on the hoes but these hoes on my snapchat,1
 hell yeah i got bokoo hoes when i had my fro,1
 big congrats to all i expect him to be blogging on rube chat in a few days now get some sleep you will need it,2
big congrats to all I expect him to be blogging on rube chat in a few days now get some sleep you will need information_technology,2
big bad congrats to all i expect him to be blogging on rube chat in a few days now get some sleep you will need it,2
big congrats to all i chat him now be blogging on rube expect in a few days to get some sleep you will need it,2
congrats to all i expect him to be blogging on rube a few days some sleep you will it,2
  alqueda doesnt use cell phones or the internet wow you teabaggers are stupid,1
 bitches or wat,1
 haha shit niggah i wish,1
 lol bitches from riverside to la ahah,1
 nah i thought u had to bitches lol didnt know peters girl was one of them lmao,1
 niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool,1
 bitch who do u love,1
  i was texting a bitch,1
  im on this hoe like this every night just be tweeting bullshit,1
  lol cause these hoes love me,1
  so yall niggaz aint never listen to no slow shit with a bitch,1
 lmaoooo hell naw bro i be up i havent seen that hoe,1
 lol i was bout to say shit income tax in im tryna find me a bitch for a couple weeks,1
  please stay safe you guys i love you so much i hoe to one day meet you guys happy halloween ,2
please stay safe you jest_at i love you so much i hoe to unrivaled day meet you jest_at happy halloween,2
please stay safe you guys i love hoe you so much i hoe to one day meet you guys one happy halloween,2
please safe stay you i i love you so much guys hoe to one day meet you guys happy halloween,2
please stay safe you guys i so much i hoe to one meet you guys halloween,2
  that evil son of a bitch deserves everything thats coming to him,1
 niiice my nigga schinder pullin hoes,1
 bad bitch with me wonder where my manners go,1
 karma is a bitch,1
 bitch stop fucking playin with me you know wtf im talkin about,1
 this niggah be lying 128514,1
 seen a pic of nigs robbing a store caption saidprotesting gos on in fergerson lol i dont like pigs either but wtf,1
 but i live in the south lot more here my pop lives in rhode island hardly no niggers there,0
but i live in the south lot more here my pop lives in rhode island barely no niggers on_that_point,0
but i live in scarcely the south lot more here my pop lives in rhode lot island hardly no niggers there,0
but i in more the south lot live here my pop lives in rhode island hardly no niggers there,0
but i live in south lot more here my pop lives in rhode hardly no niggers there,0
 so basically you like the background music fag,0
so basically you wish the background music fag,0
so music fundamentally basically you like the background music fag,0
so basically you like the background music fag,0
basically you like the background fag,0
 them hoes was trash,1
 you trippin bitch 128533,1
 128514128514128514 real rap fucked that bitch lay up for the day thats really disrespectful like bitch u couldnt feel the throw up coming128530,1
 like a hoe gettin dick all day and then tonight she gettin more,1
 stop being mean bitch ,1
 is my main bitch,1
 i like them dark light carmel white red tan yellow blue purple green it doesnt matter what color they are,2
i like them dark light carmel white red tan jaundiced blue purple green it doesnt matter what color they are,2
yellow i like them dark light carmel white red tan yellow blue purple green it doesnt matter what atomic_number_53 color they are,2
i like them dark light carmel white red tan matter blue purple green yellow doesnt it what color they are,2
like them dark light white red tan yellow blue purple green it doesnt matter what they,2
 just remember to keep the skirt dark colored it camouflages all that pan dimensional gore,2
just remember to keep the skirt dark colored it camouflages whole that pan dimensional gore,2
just remember to keep the skirt dark colored it camouflages all dimensional that pan dimensional gore,2
just dimensional to keep the skirt all colored it camouflages dark that pan remember gore,2
just remember to the skirt dark colored it all that pan dimensional gore,2
   the hoes be by my house  we be at tony spot mf,1
 he said he got you in workouts pussy,1
  dont call my buddy cambron retarded man smh thats rude,1
 but can we all at least agree that you whining like a little bitch because someone threw your phone is absolutely hilarious,1
 haha says the little bitch who let someone take his phone a real man wouldnt have let that happen a little bitch would,1
 so a man who is a pussy and a coward overpowered you and easily took what was yours you are clearly much less than a man then,1
 your incessant whining like a worthless little bitch is the funniest thing that has happened all weekend you are not a man,1
 yea that always looks niceall the monkey faced women a see around santa monica looks better than natural beauty dontbedumb,1
 bet that some good pussy,1
 dont feel like reading right now i wanna give a sexy coolie girl some lyrics via text message ,2
dont feel like reading right now i wan na give a sexy coolie girl some lyrics via text message,2
dont feel like reading right version now i wan na one give a sexy coolie girl some lyrics via text message,2
dont feel like coolie right wan i now na give a sexy reading girl some lyrics via text message,2
dont feel like reading right now i wan give sexy coolie girl some lyrics via text message,2
 why you wanna gimme a baby you look coolieit might could work lol,2
why you wan Na gim ME a baby you look coolieit might could work lol,2
why you wan na gim me a baby you wherefore look coolieit might could work lol,2
you you wan na gim me a baby work look coolieit might could why lol,2
why you wan na gim baby you look coolieit might could work lol,2
 im the trash,2
im the trash,2
im the trash,2
im the trash,2
im trash,2
 youre dismissed bitch not in the mood for fucktards this morning blocked ,1
  the cop was bitch slapped by this wanna b st thug and he got what tm got dead see you dont slap cops they r law,1
 i hate that nigger,0
i hate that coon,0
i spade hate that detest nigger,0
i that nigger hate,0
i hate that nigger,0
 those niggers disgust me they should have dealt with 100 years ago we wouldnt be having these problems now,0
those nigga disgust me they should have dealt with 100 years agone we wouldnt be having these problems now,0
those niggers disgust me they should have lot dealt with 100 years dole_out ago we wouldnt be having these problems now,0
those niggers ago me they should have dealt with years 100 disgust we wouldnt be having these problems now,0
those niggers me they should have with 100 we wouldnt be having problems now,0
 bitch would rather fuck a poster damn thats cold,1
  ali is a hoe for that,1
 lol that hoe did numbers,1
 right  come then what  wait another 9 months  naaaa 9995 i could be pimpin these hoes lol,1
 congrats amos ,2
congrats Book_of_Amos,2
Amos congrats amos,2
congrats amos,2
congrats,2
 this is retarded,0
this represent decelerate,0
this is delay retarded,0
this is retarded,0
this is retarded,0
 iheinz201 stfu she thinks your ugly and hard to look at get the fuck out of chat faggot before i block you oct 30th 1am,1
 cant wait for more peds is that it roid munching faggot,0
cant_over wait for more peds is that it roid munching nance,0
cant delay wait for more peds is that it roid munching crunch faggot,0
cant wait for munching is peds that it roid more faggot,0
cant wait for more peds is that it munching faggot,0
 prego bitch,1
 shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe,1
 smd bitch,1
  homo ass crackers,0
homosexual ass buggy,0
nookie gay homo ass crackers,0
crackers homo ass,0
homo ass,0
 i would but i got dat new monopoly wit da cardsill hold it up n see if a hoe will let a nigga swipe on credit,1
 thats a nice color combo too love the blue and yellow,2
thats a nice color jazz_band too love the blue_devil and yellow,2
thats a nice color combo too love the blue and yellow,2
nice a thats love combo too color the blue and yellow,2
thats a nice color combo too love the blue and yellow,2
  cry baby bitch,1
 the distant chugs at the end of dried up remain to be some of the most perfectly heavy guitars ever recorded,2
the distant chugs astatine the end of dried up remain to be some of the most perfectly heavy guitar ever recorded,2
the distant chugs weighed_down at the end of dried up remain to be some of the most perfectly heavy guitars upward ever recorded,2
the dried chugs at the end of distant up remain the be some of to most perfectly heavy guitars ever recorded,2
the distant at the end dried to be some of most ever recorded,2
 i didnt call you a bitch i just saiddd bitch jeesh,1
 for some spook shit,1
 aint nobody offending u fuckin peckerwoods i despise of a no good white ungrateful honkey,1
 genius the politically correct term would be intellectually disabled its highly offensive to use the word retarded,2
genius the politically correct term would be intellectually disabled its highly offensive to exercise the countersign retarded,2
genius the politically correct term would be use intellectually disabled its highly offensive to use the word retarded,2
genius intellectually politically correct term would the be disabled its highly offensive to use the word retarded,2
genius the politically correct would intellectually its highly to use the word retarded,2
 fight me 1 on 1 ur choice of game faggot see what happens,0
fight me 1 on 1 ur choice of game queer see what happens,0
fight me 1 on 1 ur ME choice of game faggot see what happens,0
fight me game on 1 what choice of 1 faggot see ur happens,0
fight me 1 on 1 choice of game faggot see happens,0
  lmao 128514 the side ho gets all the real action anyways ,1
 she was the principle for a ghetto elementary school i doubt it but fingers crossed128527,1
   they are wrong you are a nigger always causung mischief among ur own people,0
they follow wrong you follow a nigger always causung mischief among ur ain people,0
they are wrong you are a nigger always Ur causung mischief among ur own people,0
they are wrong you are a nigger always causung mischief among ur own people,0
they are wrong you are a causung own people,0
 lucky monkey,2
prosperous monkey_around,2
lucky monkey prosperous monkey,2
lucky monkey,2
monkey,2
   would this faggot survive in tj,1
" 
you be totally correct anthony can8217t be livin round dem colored folk day be bringin down da hood and dem propery value",0
you be totally right anthony can8217t be livin round dem colored folk day be bringin down DA hood and dem propery value,0
you be totally correct anthony can8217t be livin round dem district_attorney colored folk day be bringin grim down da hood and dem propery value,0
you be totally correct anthony can8217t be livin round dem colored propery day be da down bringin hood and dem folk value,0
be totally correct anthony can8217t be livin round day be bringin down da hood and dem propery value,0
"  
hey antony you speaks colored good",2
hey antony you speak discolour good,2
hey antony you speaks Marcus_Antonius colored good,2
good antony hey speaks colored you,2
hey antony you speaks,2
 enjoy itim happy for youbut i hate the yankeesand yes the sox did choke,2
enjoy itim happy for youbut i hate the yankeesand yes the sox arrange choke_off,2
enjoy i itim happy for youbut i hate the yankeesand yes the sox did choke,2
enjoy itim happy the yankeesand i hate the youbut yes for sox did choke,2
itim happy for youbut i hate the the did choke,2
 just dont bitch when your power goes out like last time,1
 pussy,1
 bitch foh,1
 the you8217re going 2have 2 kill crackers amp their babies8221 new black panthers credibilityshot fergusonriot justice4mikebrown,0
the you8217re hold_up 2have 2 kill crackers amp their babies8221 new nigrify panthers credibilityshot fergusonriot justice4mikebrown,0
